iter	Passed	Remaining
1666	66522	13296
1667	66560	13256
1668	66598	13215
1669	66639	13176
1670	66675	13135
1671	66722	13096
1672	66780	13060
1673	66819	13020
1674	66853	12979
1675	66888	12938
1676	66918	12896
1677	66959	12856
1678	66996	12816
1679	67029	12775
1680	67063	12734
1681	67105	12694
1682	67174	12660
1683	67208	12619
1684	67260	12581
1685	67321	12545
1686	67379	12508
1687	67424	12469
1688	67470	12430
1689	67512	12391
1690	67615	12362
1691	67665	12324
1692	67706	12284
1693	67746	12244
1694	67785	12204
1695	67829	12165
1696	67870	12125
1697	67913	12085
1698	67969	12048
1699	68015	12009
1700	68073	11972
1701	68121	11934
1702	68262	11911
1703	68370	11883
1704	68420	11845
1705	68471	11806
1706	68515	11767
1707	68569	11729
1708	68634	11693
1709	68681	11654
1710	68732	11616
1711	68788	11578
1712	68846	11541
1713	68897	11502
1714	68937	11462
1715	68977	11422
1716	69032	11384
1717	69075	11344
1718	69117	11305
1719	69169	11266
1720	69257	11234
1721	69297	11193
1722	69342	11154
1723	69382	11114
1724	69437	11076
1725	69484	11036
1726	69524	10996
1727	69565	10956
1728	69611	10917
1729	69659	10877
1730	69701	10838
1731	69777	10803
1732	69837	10765
1733	69891	10727
1734	69939	10688
1735	69987	10649
1736	70036	10610
1737	70147	10580
1738	70305	10558
1739	70361	10519
1740	70444	10485
1741	70500	10447
1742	70566	10410
1743	70618	10371
1744	70670	10333
1745	70754	10298
1746	70801	10259
1747	70854	10220
1748	70899	10180
1749	70953	10142
1750	71013	10104
1751	71059	10064
1752	71108	10025
1753	71159	9985
1754	71221	9948
1755	71269	9908
1756	71316	9869
1757	71371	9830
1758	71429	9792
1759	71480	9752
1760	71531	9713
1761	71580	9674
1762	71636	9635
1763	71685	9596
1764	71735	9556
1765	71787	9517
1766	71839	9478
1767	71892	9439
1768	71939	9399
1769	71982	9358
1770	72032	9319
1771	72080	9279
1772	72235	9253
1773	72322	9218
1774	72390	9181
1775	72436	9141
1776	72571	9112
1777	72634	9074
1778	72709	9037
1779	72764	8998
1780	72814	8958
1781	72877	8920
1782	72918	8879
1783	72961	8838
1784	72998	8797
1785	73043	8757
1786	73084	8716
1787	73125	8675
1788	73164	8634
1789	73207	8593
1790	73252	8552
1791	73298	8512
1792	73342	8472
1793	73382	8430
1794	73433	8391
1795	73476	8350
1796	73518	8309
1797	73560	8268
1798	73607	8228
1799	73654	8188
1800	73693	8147
1801	73731	8106
1802	73773	8065
1803	73817	8024
1804	73859	7983
1805	73902	7942
1806	73940	7901
1807	73980	7860
1808	74025	7820
1809	74144	7787
1810	74210	7749
1811	74255	7708
1812	74297	7667
1813	74336	7626
1814	74376	7585
1815	74419	7544
1816	74470	7504
1817	74509	7463
1818	74550	7422
1819	74592	7381
1820	74635	7340
1821	74689	7300
1822	74731	7259
1823	74779	7219
1824	74824	7178
1825	74870	7138
1826	74916	7097
1827	74959	7056
1828	75007	7016
1829	75069	6977
1830	75118	6937
1831	75161	6896
1832	75203	6855
1833	75251	6814
1834	75292	6773
1835	75332	6732
1836	75374	6691
1837	75421	6651
1838	75482	6611
1839	75520	6570
1840	75566	6529
1841	75612	6489
1842	75742	6455
1843	75836	6419
1844	75878	6378
1845	75918	6336
1846	75958	6295
1847	75998	6254
1848	76034	6212
1849	76081	6172
1850	76123	6131
1851	76167	6090
1852	76213	6049
1853	76265	6009
1854	76309	5968
1855	76356	5927
1856	76396	5886
1857	76436	5844
1858	76481	5804
1859	76526	5763
1860	76566	5721
1861	76606	5680
1862	76645	5639
1863	76687	5598
1864	76736	5557
1865	76785	5517
1866	76829	5476
1867	76872	5434
1868	76917	5394
1869	76967	5353
1870	77016	5312
1871	77063	5272
1872	77124	5232
1873	77200	5193
1874	77237	5151
1875	77277	5110
1876	77326	5069
1877	77415	5031
1878	77542	4996
1879	77585	4954
1880	77623	4913
1881	77664	4872
1882	77705	4830
1883	77742	4789
1884	77788	4748
1885	77829	4706
1886	77871	4665
1887	77910	4624
1888	77957	4583
1889	78016	4543
1890	78062	4502
1891	78103	4460
1892	78149	4419
1893	78193	4378
1894	78234	4337
1895	78277	4295
1896	78320	4254
1897	78363	4213
1898	78411	4172
1899	78457	4131
1900	78498	4090
1901	78543	4049
1902	78598	4008
1903	78642	3967
1904	78684	3925
1905	78725	3884
1906	78772	3843
1907	78814	3802
1908	78855	3760
1909	78895	3719
1910	78936	3678
1911	78982	3637
1912	79028	3595
1913	79071	3554
1914	79121	3513
1915	79171	3472
1916	79306	3435
1917	79378	3395
1918	79416	3353
1919	79450	3312
1920	79482	3270
1921	79524	3229
1922	79565	3187
1923	79598	3145
1924	79633	3104
1925	79667	3062
1926	79708	3021
1927	79746	2979
1928	79778	2937
1929	79814	2896
1930	79850	2854
1931	79891	2813
1932	79930	2771
1933	79963	2730
1934	79999	2688
1935	80035	2647
1936	80078	2605
1937	80115	2564
1938	80154	2522
1939	80188	2481
1940	80221	2439
1941	80266	2398
1942	80304	2357
1943	80340	2315
1944	80374	2273
1945	80414	2232
1946	80469	2191
1947	80504	2150
1948	80538	2108
1949	80574	2067
1950	80609	2025
1951	80656	1984
1952	80695	1942
1953	80729	1901
1954	80761	1859
1955	80793	1818
1956	80980	1780
1957	81049	1739
1958	81084	1697
1959	81117	1656
1960	81155	1614
1961	81198	1573
1962	81235	1531
1963	81268	1490
1964	81306	1448
1965	81345	1407
1966	81392	1366
1967	81428	1324
1968	81462	1283
1969	81551	1242
1970	81614	1201
1971	81671	1160
1972	81705	1118
1973	81739	1077
1974	81780	1035
1975	81819	994
1976	81855	952
1977	81890	911
1978	81926	869
1979	81970	828
1980	82009	786
1981	82050	745
1982	82085	704
1983	82174	663
1984	82213	621
1985	82249	580
1986	82283	538
1987	82319	497
1988	82354	455
1989	82403	414
1990	82493	373
1991	82600	331
1992	82643	290
1993	82674	248
1994	82710	207
1995	82744	165
1996	82778	124
1997	82824	82
1998	82859	41
1999	82893	0
